ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Dick Skare	Garey Bies	Scattering 		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	105	Ward 70	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	30	Kenosha	City	241	Kenosha	30241	106	Ward 72	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	52	Racine	Town	2	Burlington	52002	5	Wards 1 - 8	627	1327	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	52	Racine	Town	2	Burlington	52002	6	Wards 9 - 12	508	880	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	52	Racine	City	206	Burlington	52206	8	Wards 1 - 8	946	1226	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	52	Racine	City	206	Burlington	52206	9	Wards 9 - 16	1001	1791	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 66	1	22	66	2	65	Walworth	City	206	Burlington	65206	2	Ward 17	0	0	0		
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	11799	17659	20		
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Don Moga	Jeff Wood	Scattering 		
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Republican	Independent			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	3	Barron	Town	20	Dallas	3020	2	Wards 1 & 2	134	99	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	3	Barron	Town	22	Dovre	3022	2		153	161	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	3	Barron	Town	40	Sioux Creek	3040	2		150	124	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	3	Barron	Village	116	Dallas	3116	2		86	50	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	3	Barron	Village	151	New Auburn	3151	2	Ward 2	1	3	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	Town	2	Anson	9002	2	Wards 1 - 3	513	511	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	Town	4	Arthur	9004	2		159	151	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	Town	6	Auburn	9006	2		139	158	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	Town	8	Birch Creek	9008	2		151	121	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	Town	10	Bloomer	9010	2		222	212	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	Town	12	Cleveland	9012	2		192	176	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	Town	14	Colburn	9014	2		171	155	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	Town	16	Cooks Valley	9016	2		141	151	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	Town	20	Eagle Point	9020	2	Wards 1 - 4	826	796	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	Town	24	Estella	9024	2		98	90	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	Town	26	Goetz	9026	2	Wards 1 & 2	152	160	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	Town	32	Howard	9032	2		144	170	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	Town	35	Lake Holcombe	9035	2	Wards 1 & 2	298	190	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	Town	36	Ruby	9036	2		90	85	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	Town	38	Sampson	9038	2		231	165	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	Town	42	Tilden	9042	2	Wards 1 - 3	382	341	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	Town	46	Woodmohr	9046	2	Wards 1 - 3	215	208	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	Village	111	Cadott	9111	3	Wards 1 & 2	277	271	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	Village	161	New Auburn	9161	2	Ward 1	83	102	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	City	206	Bloomer	9206	7	Wards 1 - 4	687	744	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	City	211	Chippewa Falls	9211	8	Ward 1	341	416	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	City	211	Chippewa Falls	9211	9	Ward 2	392	428	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	City	211	Chippewa Falls	9211	10	Ward 3	401	550	4		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	City	211	Chippewa Falls	9211	11	Ward 4	276	423	4		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	City	211	Chippewa Falls	9211	12	Ward 5	267	331	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	City	211	Chippewa Falls	9211	13	Ward 6	307	465	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	City	211	Chippewa Falls	9211	14	Ward 7	287	404	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	7	23	67	3	9	Chippewa	City	213	Cornell	9213	2	Wards 1 - 4	333	259	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	3	23	67	3	17	Dunn	Town	2	Colfax	17002	2	Wards 1 - 3	222	252	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	3	23	67	3	17	Dunn	Town	8	Elk Mound	17008	2	Wards 1 - 3	376	277	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	3	23	67	3	17	Dunn	Town	10	Grant	17010	2		106	95	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	3	23	67	3	17	Dunn	Town	12	Hay River	17012	2	Wards 1 & 2	110	126	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	3	23	67	3	17	Dunn	Town	18	New Haven	17018	2		135	125	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	3	23	67	3	17	Dunn	Town	20	Otter Creek	17020	2		109	124	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	3	23	67	3	17	Dunn	Town	24	Red Cedar	17024	2	Wards 1 - 3	548	414	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	3	23	67	3	17	Dunn	Town	28	Sand Creek	17028	2		138	115	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	3	23	67	3	17	Dunn	Town	30	Sheridan	17030	2		102	101	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	3	23	67	3	17	Dunn	Town	32	Sherman	17032	2		186	223	4		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	3	23	67	3	17	Dunn	Town	34	Spring Brook	17034	2	Wards 1 - 3	396	318	4		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	3	23	67	3	17	Dunn	Town	38	Tainter	17038	2	Wards 1 - 3	569	540	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	3	23	67	3	17	Dunn	Town	40	Tiffany	17040	2	Wards 1 - 3	147	135	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	3	23	67	3	17	Dunn	Town	44	Wilson	17044	2		94	114	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	3	23	67	3	17	Dunn	Village	106	Boyceville	17106	2		188	225	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	3	23	67	3	17	Dunn	Village	111	Colfax	17111	2	Wards 1 & 2	186	221	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	3	23	67	3	17	Dunn	Village	116	Downing	17116	2		33	42	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	3	23	67	3	17	Dunn	Village	121	Elk Mound	17121	2		191	173	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	3	23	67	3	17	Dunn	Village	176	Ridgeland	17176	2		39	44	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 67	3	23	67	3	17	Dunn	Village	191	Wheeler	17191	2		41	59	0		
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	12215	12393	42		
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Kristen Dexter	Terry Moulton	Scattering 		
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic	Republican			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	7	23	68	3	9	Chippewa	Town	28	Hallie	9028	3	Wards 1 & 2	37	58	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	7	23	68	3	9	Chippewa	Town	34	Lafayette	9034	2	Wards 1 - 7	1302	1935	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	7	23	68	3	9	Chippewa	Town	44	Wheaton	9044	2	Wards 1 - 3	608	912	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	7	23	68	3	9	Chippewa	Village	128	Lake Hallie	9128	1	Wards 1 - 5	1401	1644	6		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	7	23	68	3	9	Chippewa	City	221	Eau Claire	9221	3	Ward 16	509	395	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	7	23	68	3	9	Chippewa	City	221	Eau Claire	9221	4	Ward 40	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	7	23	68	3	9	Chippewa	City	221	Eau Claire	9221	5	Ward 41	13	11	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	Town	12	Lincoln	18012	4	Wards 1 & 2	236	336	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	Town	14	Ludington	18014	2		218	308	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	Town	20	Seymour	18020	2	Wards 1 - 4	831	984	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	Town	22	Union	18022	2	Wards 1 - 3	678	736	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	Town	24	Washington	18024	6	Wards 9 & 13	330	449	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	Village	127	Fall Creek	18127	2	Wards 1 & 2	300	393	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	City	201	Altoona	18201	7	Wards 8, 12 & 13	409	369	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	City	221	Eau Claire	18221	35	Ward 1	685	362	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	City	221	Eau Claire	18221	41	Ward 7	347	320	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	City	221	Eau Claire	18221	42	Ward 8	571	497	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	City	221	Eau Claire	18221	43	Ward 9	36	12	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	City	221	Eau Claire	18221	44	Ward 10	309	233	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	City	221	Eau Claire	18221	45	Ward 11	598	684	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	City	221	Eau Claire	18221	46	Ward 12	604	557	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	City	221	Eau Claire	18221	47	Ward 13	323	386	3		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	City	221	Eau Claire	18221	48	Ward 14	656	527	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	City	221	Eau Claire	18221	52	Ward 19	333	166	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	City	221	Eau Claire	18221	55	Ward 22	350	358	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	City	221	Eau Claire	18221	56	Ward 23	942	756	5		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	City	221	Eau Claire	18221	62	Ward 29	611	396	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	City	221	Eau Claire	18221	64	Ward 31	1089	510	8		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	City	221	Eau Claire	18221	67	Ward 34	414	268	2		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	City	221	Eau Claire	18221	68	Ward 35	72	30	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	City	221	Eau Claire	18221	69	Ward 36	386	286	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 68	3	23	68	3	18	Eau Claire	City	221	Eau Claire	18221	70	Ward 37	239	287	2		
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	15437	15165	55		
ELECTION	ELECTION	ELECTION	OFFICE TYPE	OFFICE	US CONGRESS	STATE SENATE	STATE ASSEMBLY	COURT OF APPEALS	COUNTY	COUNTY	MUNICIPALITY	MUNICIPALITY	MUNICIPALITY	HINDI	ORDER	REPORTING UNIT	Tim Swiggum	Scott Suder	Scattering 		
DATE	TYPE	SUBTYPE	KEYWORD	NAME	DISTRICT	DISTRICT	DISTRICT	DISTRICT	NUMBER	NAME	TYPE	NUMBER	NAME	NUMBER	NUMBER	NAME	Democratic	Republican			
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	9	Chippewa	Town	18	Delmar	9018	2		138	286	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	9	Chippewa	Town	22	Edson	9022	2		166	210	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	9	Chippewa	Town	40	Sigel	9040	2	Wards 1 & 2	217	253	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	9	Chippewa	Village	106	Boyd	9106	2		161	137	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	9	Chippewa	City	281	Stanley	9281	6	Wards 1 - 4	372	559	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	2	Beaver	10002	2	Wards 1 & 2	106	163	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	4	Butler	10004	2		27	27	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	4	10	Clark	Town	6	Colby	10006	2		116	170	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	10	Eaton	10010	2	Wards 1 & 2	86	150	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	12	Foster	10012	2		28	31	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	14	Fremont	10014	2	Wards 1 & 2	184	293	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	16	Grant	10016	2	Wards 1 & 2	166	238	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	4	10	Clark	Town	18	Green Grove	10018	2		109	138	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	20	Hendren	10020	2		85	91	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	22	Hewett	10022	2	Wards 1 & 2	75	98	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	4	10	Clark	Town	24	Hixon	10024	2	Wards 1 & 2	101	120	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	4	10	Clark	Town	26	Hoard	10026	2	Wards 1 & 2	84	170	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	4	10	Clark	Town	30	Longwood	10030	2	Wards 1 & 2	110	125	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	32	Loyal	10032	2	Wards 1 & 2	71	203	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	34	Lynn	10034	2	Wards 1 & 2	90	192	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	4	10	Clark	Town	36	Mayville	10036	2	Wards 1 & 2	109	237	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	38	Mead	10038	2		58	59	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	40	Mentor	10040	2		105	151	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	42	Pine Valley	10042	2	Wards 1 & 2	200	393	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	4	10	Clark	Town	44	Reseburg	10044	2	Wards 1 & 2	113	84	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	46	Seif	10046	2		40	71	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	48	Sherman	10048	2		99	214	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	50	Sherwood	10050	2		68	72	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	4	10	Clark	Town	52	Thorp	10052	2		124	166	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	54	Unity	10054	2		98	213	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	56	Warner	10056	2	Wards 1 & 2	112	143	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	58	Washburn	10058	2	Wards 1 & 2	54	99	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	60	Weston	10060	2	Wards 1 & 2	134	189	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	4	10	Clark	Town	62	Withee	10062	2		124	190	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	64	Worden	10064	2	Ward 1	55	121	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	4	10	Clark	Town	64	Worden	10064	3	Ward 2	36	26	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Town	66	York	10066	2		152	220	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	4	10	Clark	Village	111	Curtiss	10111	2		26	37	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	4	10	Clark	Village	116	Dorchester	10116	2	Ward 1	129	188	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	Village	131	Granton	10131	2		92	84	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	4	10	Clark	Village	186	Unity	10186	2	Ward 2	25	44	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	4	10	Clark	Village	191	Withee	10191	2		135	115	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	4	10	Clark	City	201	Abbotsford	10201	7	Wards 2 - 4	211	469	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	4	10	Clark	City	211	Colby	10211	7	Wards 2 - 4	231	320	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	City	231	Greenwood	10231	5	Wards 1 & 2	230	280	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	City	246	Loyal	10246	5	Wards 1 - 3	219	394	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	City	261	Neillsville	10261	6	Ward 1	118	152	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	City	261	Neillsville	10261	7	Ward 2	96	155	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	City	261	Neillsville	10261	8	Ward 3	100	141	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	City	261	Neillsville	10261	9	Ward 4	82	99	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	4	10	Clark	City	261	Neillsville	10261	10	Ward 5	88	130	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	4	10	Clark	City	265	Owen	10265	5	Wards 1 - 3	259	202	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	4	10	Clark	City	281	Stanley	10281	1	Ward 5	1	1	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	4	10	Clark	City	286	Thorp	10286	13	Wards 1 - 6	411	352	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	3	23	69	3	18	Eau Claire	Town	26	Wilson	18026	2		100	100	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	37	Marathon	Town	10	Brighton	37010	2		69	174	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	37	Marathon	Town	14	Cleveland	37014	2		241	443	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	37	Marathon	Town	20	Eau Pleine	37020	2		132	241	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	37	Marathon	Town	26	Frankfort	37026	2		110	198	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	37	Marathon	Town	44	Hull	37044	2		108	213	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	37	Marathon	Town	56	McMillan	37056	2	Wards 1 - 3	417	679	1		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	37	Marathon	Town	74	Spencer	37074	2	Wards 1 & 2	259	430	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	37	Marathon	Town	84	Wien	37084	2		171	219	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	37	Marathon	Village	116	Dorchester	37116	2	Ward 2	0	0	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	37	Marathon	Village	121	Edgar	37121	2	Wards 1 & 2	348	385	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	37	Marathon	Village	126	Fenwood	37126	2		36	56	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	37	Marathon	Village	181	Spencer	37181	3	Wards 1 - 3	354	525	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	37	Marathon	Village	182	Stratford	37182	2	Wards 1 & 2	253	455	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	37	Marathon	Village	186	Unity	37186	2	Ward 1	33	58	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	37	Marathon	City	201	Abbotsford	37201	2	Ward 1	59	99	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	37	Marathon	City	211	Colby	37211	2	Ward 1	114	126	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	37	Marathon	City	250	Marshfield	37250	4	Wards 28 - 34	60	68	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	3	61	Taylor	Town	42	Taft	61042	2		74	94	0		
11/04/2008	FALL	GENERAL	ASSM	State Assembly, District No. 69	7	23	69	4	72	Wood	Town	20	Lincoln	72020	2	Wards 1 & 2	341	509	0		
 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	TOTAL	9905	14537	8		
